Name	Description	T3_normalize	C1_normalize
ENSG00000198804	MT-CO1	7193.328714	19763.14061
ENSG00000198886	MT-ND4	6863.119826	12424.50295
ENSG00000198938	MT-CO3	2608.555431	6012.181686
ENSG00000044574	HSPA5	2452.040921	5714.391521
ENSG00000099194	SCD	1161.714442	3204.117473
ENSG00000151632	AKR1C2	211.0753981	1325.306705
ENSG00000169710	FASN	421.7953506	1754.49742
ENSG00000072274	TFRC	3396.874354	1410.480822
ENSG00000171346	KRT15	122.5694635	1065.761889
ENSG00000134333	LDHA	1961.466862	569.721623
ENSG00000150991	UBC	1551.697418	396.755594
ENSG00000069275	NUCKS1	251.2999827	1161.087943
ENSG00000103257	SLC7A5	1090.80306	2559.437519
ENSG00000104419	NDRG1	1498.617554	446.4298541
ENSG00000197746	PSAP	2071.536491	801.6199683
ENSG00000085662	AKR1B1	841.458028	141.2332433
ENSG00000034510	TMSB10	1186.951074	314.5185156
ENSG00000149925	ALDOA	2977.033954	1454.408702
ENSG00000186081	KRT5	698.509688	1831.307362
ENSG00000210082	MT-RNR2	17936.84728	13897.8747
ENSG00000164733	CTSB	562.4332947	1580.892904
ENSG00000161638	ITGA5	485.0646532	27.71031989
ENSG00000189143	CLDN4	617.8235549	76.93763933
ENSG00000013588	GPRC5A	722.5615016	124.0579529
ENSG00000163931	TKT	630.5603528	1638.739793
ENSG00000166598	HSP90B1	1326.878127	2659.743769
ENSG00000130600	H19	74.05115003	585.9391835
ENSG00000126777	KTN1	229.3808423	915.9729243
ENSG00000102144	PGK1	1646.897577	657.6412324
ENSG00000124762	CDKN1A	460.6573941	32.94591029
ENSG00000245532	NEAT1	142.6521354	726.3423942
ENSG00000130702	LAMA5	263.740576	965.5833358
ENSG00000197956	S100A6	905.4382217	233.0476212
ENSG00000175793	SFN	911.12535	236.6231464
ENSG00000176171	BNIP3	686.7207449	126.8034454
ENSG00000083857	FAT1	383.2295116	1154.192287
ENSG00000198727	MT-CYB	1899.915546	3344.073743
ENSG00000100644	HIF1A	110.4250749	631.9102211
ENSG00000173391	OLR1	114.038771	636.8265682
ENSG00000106366	SERPINE1	389.3905673	17.43068509
ENSG00000178209	PLEC	1100.992499	363.4265918
ENSG00000131747	TOP2A	122.2732589	644.9353484
ENSG00000142627	EPHA2	597.0892329	102.2855587
ENSG00000278540	ACACA	97.27359068	579.1712252
ENSG00000159399	HK2	826.0553888	217.8516393
ENSG00000125968	ID1	36.61088858	424.5936112
ENSG00000103187	COTL1	915.3906962	269.8244513
ENSG00000109971	HSPA8	1271.132421	481.8020136
ENSG00000160211	G6PD	83.94438368	534.6687068
ENSG00000001084	GCLC	146.3843134	659.3012977
ENSG00000137801	THBS1	664.2091953	149.0866289
ENSG00000086570	FAT2	119.1334902	590.8555306
ENSG00000177606	JUN	493.5953457	77.57612596
ENSG00000116285	ERRFI1	594.4233915	125.9095641
ENSG00000115414	FN1	436.6648215	57.59149434
ENSG00000162734	PEA15	536.9004582	108.478879
ENSG00000073282	TP63	136.6688025	589.8978006
ENSG00000164171	ITGA2	499.8748832	94.87911373
ENSG00000151914	DST	199.6419005	702.9099348
ENSG00000159167	STC1	384.5920528	49.80195741
ENSG00000175592	FOSL1	279.972588	11.68430539
ENSG00000134531	EMP1	601.8877475	151.0020888
ENSG00000165799	RNASE7	269.3092224	7.597990938
ENSG00000143384	MCL1	1093.291179	439.6618958
ENSG00000116133	DHCR24	404.1415564	1032.75213
ENSG00000198786	MT-ND5	2945.991712	4374.846564
ENSG00000117525	F3	542.8837911	124.8241368
ENSG00000132182	NUP210	93.54141272	470.3731029
ENSG00000168374	ARF4	647.9179423	184.2672424
ENSG00000143878	RHOB	365.9904039	48.46113548
ENSG00000058085	LAMC2	677.1829568	201.1871382
ENSG00000253729	PRKDC	755.7364168	1536.134991
ENSG00000027697	IFNGR1	74.58431831	417.1233176
ENSG00000116260	QSOX1	506.6283481	117.2899946
ENSG00000162772	ATF3	405.9780249	70.23352968
ENSG00000151012	SLC7A11	101.0057686	472.0970168
ENSG00000166750	SLFN5	40.58003022	334.3116013
ENSG00000196352	CD55	622.7997922	181.2025066
ENSG00000117318	ID3	54.91633286	366.4274789
ENSG00000138166	DUSP5	303.2542696	31.47739103
ENSG00000136068	FLNB	947.7362386	385.3266833
ENSG00000142910	TINAGL1	393.359709	71.19125963
ENSG00000136205	TNS3	39.75065734	319.1156194
ENSG00000158710	TAGLN2	1293.170043	625.3976575
ENSG00000059728	MXD1	311.6072393	39.33077662
ENSG00000113070	HBEGF	226.4780373	8.938812868
ENSG00000026508	CD44	1031.976827	453.7724504
ENSG00000117724	CENPF	68.83794907	374.9193512
ENSG00000164292	RHOBTB3	62.61765247	360.6810992
ENSG00000162413	KLHL21	284.8895844	31.3496937
ENSG00000142871	CYR61	258.4088932	21.83624286
ENSG00000173530	TNFRSF10D	232.579852	12.83358133
ENSG00000120129	DUSP1	221.7387637	9.130358858
ENSG00000139644	TMBIM6	1549.446263	821.7322972
ENSG00000197747	S100A10	709.7062219	254.2453774
ENSG00000164111	ANXA5	703.2489616	250.9252469
ENSG00000086061	DNAJA1	435.9539305	101.9024667
ENSG00000198763	MT-ND2	1594.528603	2537.984368
ENSG00000170454	KRT75	215.8739126	10.9819701
ENSG00000112378	PERP	1221.310807	602.0928953
ENSG00000051108	HERPUD1	210.8976753	622.9075596
ENSG00000185650	ZFP36L1	686.3652994	254.5646208
ENSG00000115548	KDM3A	399.2245601	93.09135116
ENSG00000128422	KRT17	1506.200392	822.4984812
ENSG00000136999	NOV	212.7933847	13.53591663
ENSG00000155660	PDIA4	297.2709367	751.8180109
ENSG00000124145	SDC4	509.7681168	153.045246
ENSG00000212907	MT-ND4L	528.3105248	1092.578327
ENSG00000198712	MT-CO2	5134.055093	6652.009142
ENSG00000108179	PPIF	299.4036098	49.9935034
ENSG00000180861	LINC01559	180.744047	3.064735841
ENSG00000135919	SERPINE2	328.905588	65.82797191
ENSG00000175130	MARCKSL1	243.5986631	29.56193113
ENSG00000173812	EIF1	959.8806272	451.0269579
ENSG00000072310	SREBF1	109.2994974	412.4623652
ENSG00000104765	BNIP3L	490.5148178	152.4706081
ENSG00000114251	WNT5A	20.43811741	216.7662121
ENSG00000188229	TUBB4B	762.4898817	321.1587766
ENSG00000131389	SLC6A6	335.3628483	72.27668691
ENSG00000177469	CAVIN1	634.825699	243.8380453
ENSG00000126803	HSPA2	195.3765542	14.55749524
ENSG00000087074	PPP1R15A	624.3992971	238.3470603
ENSG00000137331	IER3	315.6948628	65.50872859
ENSG00000135862	LAMC1	350.410042	795.8097399
ENSG00000230937	MIR205HG	9.893233644	179.8616846
ENSG00000130821	SLC6A8	409.0585528	115.7576266
ENSG00000120885	CLU	585.3595308	219.9586452
ENSG00000144136	SLC20A1	349.8176328	85.49336022
ENSG00000152952	PLOD2	440.3969995	134.848377
ENSG00000182795	C1orf116	197.5684683	18.38841504
ENSG00000127824	TUBA4A	266.8803447	46.99261622
ENSG00000128510	CPA4	159.5357976	5.554833711
ENSG00000185022	MAFF	218.3620312	27.07183326
ENSG00000120875	DUSP4	241.8806765	36.84067875
ENSG00000153187	HNRNPU	601.1768564	1133.122228
ENSG00000196305	IARS	241.8806765	611.3509515
ENSG00000125730	C3	147.2729272	453.1978124
ENSG00000170027	YWHAG	809.9418586	378.1117843
ENSG00000125772	GPCPD1	23.51864525	202.6556575
ENSG00000134013	LOXL2	381.9262114	110.3304903
ENSG00000198431	TXNRD1	1506.200392	895.4775034
ENSG00000091986	CCDC80	66.05362583	294.9808247
ENSG00000125538	IL1B	202.0115373	24.77328138
ENSG00000142541	RPL13A	2187.293249	1441.702818
ENSG00000137393	RNF144B	30.27211013	214.1484169
ENSG00000075618	FSCN1	508.2278529	187.3958269
ENSG00000166900	STX3	223.3975094	34.54212687
ENSG00000135926	TMBIM1	369.7818228	107.3296031
ENSG00000133065	SLC41A1	235.7788617	40.48005256
ENSG00000152104	PTPN14	81.21930136	319.6264087
ENSG00000110047	EHD1	263.681335	54.39906117
ENSG00000075624	ACTB	1840.793108	2655.465908
ENSG00000198899	MT-ATP6	2242.565028	3132.415424
ENSG00000020577	SAMD4A	149.9980095	8.619569551
ENSG00000197930	ERO1A	663.7945089	293.959246
ENSG00000047410	TPR	141.3488352	422.4227567
ENSG00000065154	OAT	429.1412247	145.9580444
ENSG00000011422	PLAUR	146.3843134	7.725688265
ENSG00000136802	LRRC8A	246.4422273	48.0780435
ENSG00000137575	SDCBP	393.7151545	125.6541695
ENSG00000034152	MAP2K3	207.6394247	31.15814771
ENSG00000204592	HLA-E	455.3849522	163.5164268
ENSG00000130638	ATXN10	46.4448813	237.9001196
ENSG00000152894	PTPRK	145.0217722	419.3580208
ENSG00000168528	SERINC2	482.6357754	184.0756964
ENSG00000111674	ENO2	184.5354659	24.07094608
ENSG00000101255	TRIB3	75.70989579	293.1292134
ENSG00000131015	ULBP2	167.6518037	18.51611237
ENSG00000142192	APP	945.5443245	507.9799656
ENSG00000205336	ADGRG1	130.2707831	387.6252352
ENSG00000125740	FOSB	122.0362953	3.511676484
ENSG00000143761	ARF1	836.8964772	434.2347594
ENSG00000166710	B2M	1132.330945	655.0872859
ENSG00000115419	GLS	256.335461	60.97547349
ENSG00000167767	KRT80	242.5915675	54.39906117
ENSG00000119655	NPC2	320.9673047	96.41148165
ENSG00000135924	DNAJB2	178.6706148	25.98640598
ENSG00000196878	LAMB3	830.2022532	433.6601214
ENSG00000211459	MT-RNR1	1841.681722	1223.531936
ENSG00000188910	GJB3	147.8653364	14.42979792
ENSG00000158615	PPP1R15B	364.8648264	123.6748609
ENSG00000163629	PTPN13	29.38349633	184.5226371
ENSG00000185624	P4HB	694.2443418	339.6110403
ENSG00000169908	TM4SF1	210.7791935	42.20396647
ENSG00000066279	ASPM	26.42145033	174.7537916
ENSG00000125266	EFNB2	142.6521354	13.72746262
ENSG00000149428	HYOU1	167.4740809	431.3615696
ENSG00000108602	ALDH3A1	11.96666585	136.4445936
ENSG00000054654	SYNE2	165.5783715	426.5090711
ENSG00000119335	SET	572.2672874	1001.466285
ENSG00000141232	TOB1	237.0821619	56.82531038
ENSG00000125398	SOX9	125.4722686	8.491872225
ENSG00000204388	HSPA1B	198.9310094	38.500744
ENSG00000164754	RAD21	1100.637053	1668.812514
ENSG00000057019	DCBLD2	235.0087297	57.33609968
ENSG00000128016	ZFP36	157.5216063	21.64469687
ENSG00000006125	AP2B1	256.9871111	558.5481069
ENSG00000265972	TXNIP	109.7734248	4.277860444
ENSG00000067704	IARS2	145.0217722	386.4121106
ENSG00000160712	IL6R	212.2602165	47.50340553
ENSG00000131844	MCCC2	71.85923599	258.9701785
ENSG00000198517	MAFK	167.2371172	26.94413593
ENSG00000162783	IER5	168.895863	27.71031989
ENSG00000138095	LRPPRC	318.1829815	642.3814019
ENSG00000168003	SLC3A2	502.3037609	893.6258922
ENSG00000111897	SERINC1	484.5314849	210.509043
ENSG00000132199	ENOSF1	98.69537276	304.6858215
ENSG00000133657	ATP13A3	729.4926892	382.6450394
ENSG00000188157	AGRN	310.9555892	628.7816366
