GeneName	C1_normalize_thefile1	T1_normalize_thefile1	T2_normalize_thefile2	T3_normalize_thefile3
ENSG00000108091_CCDC6	160.3239937	190.0103318	125.9959353	102.1313461
ENSG00000108106_UBE2S	190.0774708	202.2545683	231.0857127	233.349984
ENSG00000108107_RPL28	649.3409062	813.1184077	567.1494051	1031.384418
ENSG00000108179_PPIF	49.9935034	92.5619352	147.852373	299.4036098
ENSG00000108219_TSPAN14	72.14898958	77.90255104	92.84793632	108.5886064
ENSG00000108256_NUFIP2	279.5932968	190.9089913	279.6617853	311.0148301
ENSG00000108262_GIT1	68.70116176	95.08941522	94.74849613	119.6074175
ENSG00000108298_RPL19	1059.887812	913.4874478	956.6523674	985.1172591
ENSG00000108312_UBTF	116.6515079	69.98311363	104.9779798	87.8542844
ENSG00000108344_PSMD3	171.8806017	56.72788504	218.2289846	283.9417297
ENSG00000108349_CASC3	152.9175487	148.3911607	129.1262691	129.9745785
ENSG00000108389_MTMR4	122.2063416	56.67171882	62.15948536	30.50907381
ENSG00000108406_DHX40	87.85576076	110.7036252	71.55048675	64.27639823
ENSG00000108424_KPNB1	613.8410494	424.2796471	557.1435167	595.4897281
ENSG00000108448_TRIM16L	215.3615415	69.70228251	132.815591	120.3775495
ENSG00000108468_CBX1	130.6343652	206.0177053	155.6782075	161.9646754
ENSG00000108510_MED13	104.6479592	89.02346316	112.0212308	108.114679
ENSG00000108518_PFN1	269.696754	281.1681114	292.4067158	372.4476642
ENSG00000108557_RAI1	117.3538432	65.60214825	119.1762795	49.1107227
ENSG00000108561_C1QBP	264.5250122	138.6744041	289.6676737	149.3463594
ENSG00000108582_CPD	137.8492642	170.8014836	176.5284665	136.3725979
ENSG00000108588_CCDC47	122.2063416	114.1297648	130.6355371	222.982823
ENSG00000108592_FTSJ3	55.67603444	53.47024412	70.93559975	106.2782105
ENSG00000108602_ALDH3A1	136.4445936	43.02332667	72.66846311	11.96666585
ENSG00000108654_DDX5	414.6970684	298.0179782	504.0396399	620.0747099
ENSG00000108671_PSMD11	158.6639284	97.33606414	209.2292749	263.7998169
ENSG00000108679_LGALS3BP	277.1031989	372.325891	365.4664706	471.6762052
ENSG00000108828_VAT1	74.25599547	93.96609077	137.7905858	159.7727613
ENSG00000108829_LRRC59	166.517314	89.41662672	177.925937	298.3965142
ENSG00000108846_ABCC3	101.0085854	58.74986906	136.8403059	55.6272239
ENSG00000108848_LUC7L3	180.6278686	28.19544385	193.8571	154.2633557
ENSG00000108861_DUSP3	62.06090077	77.5655537	96.31366302	110.8990023
ENSG00000108883_EFTUD2	183.1818151	153.4461207	225.160438	192.3552673
ENSG00000108946_PRKAR1A	146.5326824	106.884322	159.9824165	97.68827712
ENSG00000108953_YWHAE	876.1952071	1015.934638	882.530535	892.4052193
ENSG00000109046_WSB1	97.17766561	191.2459887	158.3613508	219.6653315
ENSG00000109079_TNFAIP1	45.52409696	90.25912006	65.06622389	126.3016415
ENSG00000109107_ALDOC	76.36300136	174.5646205	137.734687	137.0834889
ENSG00000109111_SUPT6H	230.4936747	144.7965224	201.6829345	288.6217624
ENSG00000109320_NFKB1	140.722454	139.0675677	101.4563543	55.50874206
ENSG00000109332_UBE2D3	307.1759193	292.7383533	285.3075659	379.2011291
ENSG00000109475_RPL34	211.3390757	290.0423746	206.434334	297.744864
ENSG00000109572_CLCN3	125.8457155	50.04410453	108.7232006	94.25230376
ENSG00000109586_GALNT7	144.2341305	111.4337861	103.5805093	50.5917457
ENSG00000109606_DHX15	193.9722392	202.8162306	212.0801146	178.552133
ENSG00000109685_NSD2	166.5811627	131.7659587	176.5284665	128.9674829
ENSG00000109686_SH3D19	73.29826552	105.4801664	76.91677326	54.20544182
ENSG00000109790_KLHL5	153.236792	104.1883433	99.44399682	61.43283407
ENSG00000109814_UGDH	452.4316285	203.2093941	197.2669279	209.1796886
ENSG00000109861_CTSC	464.1159338	290.5478706	371.6712394	261.6671438
ENSG00000109919_MTCH2	124.7602882	65.93914558	146.1195097	115.4605531
ENSG00000109920_FNBP4	173.4129696	195.5707878	126.387227	106.3374514
ENSG00000109929_SC5D	92.06977254	101.8855282	86.14007819	99.05081828
ENSG00000109971_HSPA8	481.8020136	324.1352719	1226.252365	1271.132421
ENSG00000110047_EHD1	54.39906117	75.59973591	59.58813975	263.681335
ENSG00000110048_OSBP	184.2033937	109.917298	102.462533	175.530846
ENSG00000110075_PPP6R3	141.680184	115.0284243	162.6655597	158.8841475
ENSG00000110090_CPT1A	314.1992723	126.7671649	317.169892	236.9636801
ENSG00000110092_CCND1	480.9081323	349.1854072	740.9388296	853.9578622
ENSG00000110107_PRPF19	198.377797	123.7341889	193.8012012	205.0328242
ENSG00000110321_EIF4G2	934.2336421	705.1107612	821.2095319	600.4067245
ENSG00000110330_BIRC2	196.7177318	176.5866045	147.1815872	131.4556015
ENSG00000110400_NECTIN1	184.2672424	139.0675677	243.8865419	92.593558
ENSG00000110422_HIPK3	130.7620625	120.5888804	168.087745	127.7234236
ENSG00000110651_CD81	69.21195107	79.36287283	102.7420271	153.0192964
ENSG00000110696_C11orf58	119.3331518	91.94410675	109.2821887	113.8610483
ENSG00000110700_RPS13	190.3967141	210.6233355	166.8579711	299.0481643
ENSG00000110713_NUP98	162.8140915	147.4925011	137.3433953	145.7326633
ENSG00000110841_PPFIBP1	114.927594	219.8345961	109.3939864	58.47078807
ENSG00000110880_CORO1C	176.0307648	347.0510908	302.8597947	263.2074077
ENSG00000110911_SLC11A2	101.1362827	95.98807479	74.23363	36.31468398
ENSG00000110917_MLEC	276.6562583	115.0284243	253.8365315	260.2453617
ENSG00000110955_ATP5B	1016.02378	750.5492355	884.0398031	684.1733854
ENSG00000110958_PTGES3	650.2347875	588.6781813	770.565203	978.4230351
ENSG00000111011_RSRC2	84.79102492	261.2852685	98.66141337	92.71203984
ENSG00000111057_KRT18	528.6669325	605.4718819	551.6095338	594.9565598
ENSG00000111142_METAP2	204.5711174	159.3997403	174.5720079	161.1353025
ENSG00000111144_LTA4H	166.0703734	157.4900888	156.6284874	122.6879454
ENSG00000111229_ARPC3	102.796348	113.9050999	119.008583	130.9224333
ENSG00000111275_ALDH2	106.1164785	75.26273857	57.74347876	61.31435223
ENSG00000111300_NAA25	110.9051282	126.2055027	121.8594227	121.1476815
ENSG00000111319_SCNN1A	141.4247893	91.27011207	154.6720288	57.64141519
ENSG00000111321_LTBR	135.9976529	150.1323136	153.3304572	93.1859672
ENSG00000111331_OAS3	85.04641957	123.004028	151.3739985	265.5178036
ENSG00000111348_ARHGDIB	49.09962211	117.7805692	76.52548153	71.91847691
ENSG00000111371_SLC38A1	763.9492569	411.3614159	605.3282977	696.317774
ENSG00000111412_C12orf49	57.78304033	25.33096649	67.19037896	116.7046125
ENSG00000111481_COPZ1	121.6317037	121.2628751	125.157453	154.4410785
ENSG00000111530_CAND1	265.7381368	266.958057	277.0345409	200.2343097
ENSG00000111540_RAB5B	119.3331518	100.5375388	90.55608479	112.2615434
ENSG00000111596_CNOT2	113.0759828	120.4203817	115.5987552	80.62689215
ENSG00000111602_TIMELESS	143.9787358	92.5619352	140.5855267	104.5009829
ENSG00000111605_CPSF6	156.5569225	56.27855526	152.9391654	111.4914115
ENSG00000111640_GAPDH	2845.543379	5039.682841	3673.838001	3625.958992
ENSG00000111641_NOP2	120.8655197	57.34571349	105.4810691	127.6049417
ENSG00000111642_CHD4	419.7411128	140.0223935	378.1555022	405.8595431
ENSG00000111667_USP5	100.8170394	45.60697292	109.505784	83.4112154
ENSG00000111669_TPI1	677.4981667	912.8696194	1095.505031	976.5273257
ENSG00000111670_GNPTAB	110.6497336	218.7674379	160.7649999	73.45874083
ENSG00000111674_ENO2	24.07094608	126.3740013	110.735558	184.5354659
ENSG00000111707_SUDS3	121.759401	107.3336518	122.2507145	80.50841031
ENSG00000111711_GOLT1B	47.82264884	31.90241456	51.37101353	117.1785398
ENSG00000111716_LDHB	860.1053439	580.8149101	879.9032906	522.3271919
ENSG00000111737_RAB35	67.42418849	45.71930537	65.62521207	102.0128643
ENSG00000111799_COL12A1	235.0269298	305.9935819	173.3422339	136.5503207
ENSG00000111816_FRK	110.8412796	73.07225588	107.7170218	85.24768392
ENSG00000111817_DSE	147.6181097	117.3312395	178.9880145	133.4697928
ENSG00000111859_NEDD9	32.69051563	363.2831292	60.03533029	149.8202867
ENSG00000111897_SERINC1	210.509043	410.9682523	209.3410726	484.5314849
ENSG00000111907_TPD52L1	129.8681812	73.18458833	79.37632124	47.74818154
ENSG00000111912_NCOA7	276.4008636	451.6887639	255.1222043	131.8110471
ENSG00000112033_PPARD	29.37038514	46.61796493	63.50105699	159.1211112
ENSG00000112078_KCTD20	117.3538432	78.80121061	100.3383779	83.76666092
ENSG00000112081_SRSF3	367.7683009	392.489565	382.0125207	238.3854622
ENSG00000112096_SOD2	502.4889805	686.0142454	1025.184318	618.4159641
ENSG00000112118_MCM3	164.2187621	91.66327563	175.4104902	181.2772153
ENSG00000112159_MDN1	155.5353439	92.16877164	172.8950434	142.1189671
ENSG00000112237_CCNC	97.3692116	69.36528517	109.0585935	120.022104
ENSG00000112245_PTP4A1	567.1676765	873.2724323	580.062032	453.1337973
ENSG00000112249_ASCC3	161.5371183	114.691427	122.4184109	59.24092003
ENSG00000112297_CRYBG1	228.2589715	153.8392843	169.9883048	100.1171548
ENSG00000112306_RPS12	531.0931817	673.4891778	481.6242139	729.0187618
ENSG00000112308_C6orf62	222.5125918	57.90737572	199.2792854	282.5791885
ENSG00000112335_SNX3	138.8708428	137.0455837	150.5914151	164.6305168
ENSG00000112339_HBS1L	116.7153566	38.92319241	131.9771088	117.5339853
ENSG00000112378_PERP	602.0928953	1172.301403	703.6543181	1221.310807
ENSG00000112379_ARFGEF3	91.6228319	122.0492022	123.2009944	118.0079127
ENSG00000112414_ADGRG6	160.5793883	219.6660974	75.68699927	30.56831473
ENSG00000112473_SLC39A7	144.8087685	67.4556336	142.8214794	223.8714368
ENSG00000112531_QKI	125.6541695	206.3547026	179.155711	204.6181378
ENSG00000112655_PTK7	292.6822728	207.7588582	269.2087064	136.6688025
ENSG00000112658_SRF	54.84600181	145.8075144	89.15861435	72.74784979
ENSG00000112695_COX7A2	84.72717626	108.2323114	88.15243563	119.3112129
ENSG00000112697_TMEM30A	162.6863942	186.3033611	217.3905023	220.2577407
ENSG00000112701_SENP6	166.4534653	88.12480359	123.4804885	59.06319727
ENSG00000112715_VEGFA	374.9193512	239.0996105	358.3673207	520.1352778
ENSG00000112739_PRPF4B	135.1676203	169.2849956	190.9503615	106.1004878
ENSG00000112742_TTK	60.59238151	127.1603284	70.60020685	44.90461738
ENSG00000112773_FAM46A	63.27402537	115.702419	129.5175608	156.6922335
ENSG00000112851_ERBIN	128.399662	145.2458522	91.22687061	77.84256891
ENSG00000112893_MAN2A1	136.5722909	111.7707834	141.0327172	86.72870692
ENSG00000112941_PAPD7	93.47444314	74.53257767	143.6040629	214.8668169
ENSG00000112972_HMGCS1	776.6551409	872.1491078	811.5390364	581.6273528
ENSG00000112977_DAP	195.8876991	122.0492022	157.8023626	244.428036
ENSG00000112984_KIF20A	105.6695378	95.59491123	79.76761296	32.87871061
ENSG00000112996_MRPS30	125.8457155	140.8087206	94.18950795	91.17177592
ENSG00000113013_HSPA9	1049.288933	511.8427885	693.8161262	693.0595234
ENSG00000113048_MRPS27	138.8069941	94.24692188	104.1394975	45.91171302
ENSG00000113070_HBEGF	8.938812868	32.96957279	39.57636298	226.4780373
ENSG00000113083_LOX	66.5303072	155.9736008	145.6164203	94.54850836
ENSG00000113140_SPARC	743.26229	1393.989484	583.4718599	871.5524154
ENSG00000113161_HMGCR	321.6057173	243.3120772	285.8106553	159.0618703
ENSG00000113194_FAF2	165.8788274	110.7597914	170.6031918	233.4092249
ENSG00000113282_CLINT1	262.4180063	182.3717255	209.3410726	170.9692952
ENSG00000113300_CNOT6	159.493961	65.4898158	124.3748695	135.543225
ENSG00000113360_DROSHA	178.7124087	127.2164947	170.4354954	118.8372856
ENSG00000113368_LMNB1	154.8330086	51.05509654	173.9571209	79.02738731
ENSG00000113369_ARRDC3	74.57523879	89.30429427	149.5852364	57.16748782
ENSG00000113384_GOLPH3	204.3157227	220.9579205	194.4160882	220.4354634
ENSG00000113387_SUB1	224.4919003	180.9114037	287.1522269	265.3400808
ENSG00000113407_TARS	709.7417417	433.7155726	502.9216635	657.6334532
ENSG00000113460_BRIX1	103.370986	142.3252086	106.6549443	108.4701246
ENSG00000113504_SLC12A7	125.9095641	177.4290979	183.9071105	291.2283628
ENSG00000113552_GNPDA1	139.3816321	116.2640812	201.2916428	220.4947043
ENSG00000113558_SKP1	123.4194662	97.33606414	134.6043532	175.6493279
ENSG00000113569_NUP155	177.4992841	203.7148901	219.3469609	176.3602189
ENSG00000113575_PPP2CA	203.5495387	155.6927696	206.3784352	252.6625239
ENSG00000113580_NR3C1	251.1167929	305.9935819	158.0259578	71.97771783
ENSG00000113583_C5orf15	73.74520616	55.71689303	108.7790994	118.3633582
ENSG00000113594_LIFR	116.9707512	130.8672992	120.0147618	100.8872868
ENSG00000113615_SEC24A	45.39639964	30.10509543	63.38925936	101.9536234
ENSG00000113643_RARS	190.0774708	151.3118043	191.6211473	174.7014732
ENSG00000113648_H2AFY	234.3884431	201.6367399	271.1092662	242.8877721
ENSG00000113649_TCERG1	162.6225455	243.0874123	199.1115889	139.0384393
ENSG00000113658_SMAD5	101.9663154	69.4214514	89.21451317	91.17177592
ENSG00000113712_CSNK1A1	244.1572886	230.6185109	179.7146991	199.5826596
ENSG00000113716_HMGXB3	68.50961577	110.7597914	85.52519119	123.9320047
ENSG00000113719_ERGIC1	118.6308165	157.8832523	170.8267871	133.7067565
ENSG00000113732_ATP6V0E1	50.24889805	67.17480248	74.01003473	144.1923993
ENSG00000113739_STC2	393.5631609	180.4620739	288.5496973	728.4263526
ENSG00000113810_SMC4	242.2418287	222.3620761	248.2466497	118.7188037
ENSG00000114019_AMOTL2	239.4963362	377.9425133	142.2624912	195.6135179
ENSG00000114023_FAM162A	78.98079656	131.5412938	130.97093	132.3442153
ENSG00000114062_UBE3A	105.1587485	80.37386485	83.12154203	88.150489
ENSG00000114120_SLC25A36	250.0313657	183.8320473	196.9874338	153.5524647
ENSG00000114251_WNT5A	216.7662121	10.61541611	104.5307892	20.43811741
ENSG00000114270_COL7A1	198.8247377	379.4590013	342.8274494	337.3770395
ENSG00000114331_ACAP2	268.739024	160.9723946	182.6773365	131.9295289
ENSG00000114346_ECT2	118.7585138	160.2983999	147.237486	76.89471419
ENSG00000114353_GNAI2	57.27225102	58.24437306	66.40779551	105.3303558
ENSG00000114354_TFG	365.2143543	398.780182	359.4293983	423.0986508
ENSG00000114391_RPL24	427.9775904	538.690243	408.0054709	635.0034218
ENSG00000114416_FXR1	234.1968971	365.4174456	227.0609978	200.1750688
ENSG00000114439_BBX	176.6692515	190.9089913	180.8885743	91.29025776
ENSG00000114480_GBE1	42.52320979	57.62654461	80.32660114	132.8181427
ENSG00000114503_NCBP2	175.2007322	106.5473247	178.4290263	260.1861208
ENSG00000114554_PLXNA1	356.4670875	147.0993375	297.1581153	223.0420639
ENSG00000114686_MRPL3	192.9506606	110.9844563	163.6717384	113.4463618
ENSG00000114770_ABCC5	111.3520689	62.62533844	116.4372374	156.0998243
ENSG00000114784_EIF1B	29.62577979	28.86943853	37.89939845	111.7283752
ENSG00000114850_SSR3	234.3884431	118.4545639	182.3978424	264.7476716
ENSG00000114857_NKTR	142.3825193	155.4119385	129.1262691	88.26897084
ENSG00000114867_EIF4G1	718.233614	455.4519008	863.3013417	872.3225474
ENSG00000114942_EEF1B2	278.5078695	211.241164	228.4025694	209.5943751
ENSG00000114978_MOB1A	242.6887694	170.8014836	268.7615159	262.1410711
ENSG00000115008_IL1A	65.76412324	461.8548502	390.3973433	152.0714417
ENSG00000115009_CCL20	48.52498414	156.029767	161.2680893	40.40230746
ENSG00000115053_NCL	1434.487919	919.7780648	1337.099721	1186.536387
ENSG00000115091_ACTR3	355.1262655	418.2136951	377.0934247	276.0626873
ENSG00000115128_SF3B6	103.3071373	114.2420972	119.3439759	158.1732565
ENSG00000115159_GPD2	169.1989579	150.0199811	159.2557318	70.02276747
ENSG00000115183_TANC1	216.1915741	232.1349989	175.0750973	70.67441759
ENSG00000115216_NRBP1	134.848377	162.3765502	121.4122322	142.3559308
ENSG00000115221_ITGB6	34.28673222	129.4631436	75.7987969	30.39059197
ENSG00000115233_PSMD14	167.7942873	116.2640812	167.3610604	208.2910748
ENSG00000115234_SNX17	102.2855587	57.45804594	78.70553543	41.46864402
ENSG00000115241_PPM1G	182.4794798	163.2752097	222.1419018	242.4138447
ENSG00000115268_RPS15	289.9367802	306.8922415	300.9033361	363.1468398
ENSG00000115306_SPTBN1	278.6355668	264.936073	230.1913316	322.211364
ENSG00000115307_AUP1	94.36832442	105.9294962	94.46900204	118.1856355
ENSG00000115310_RTN4	336.9932451	336.267176	375.8636507	563.8550768
ENSG00000115339_GALNT3	132.9967657	159.0065768	143.4363664	155.8036197
ENSG00000115365_LANCL1	135.7422583	108.5693087	103.9718011	30.21286921
ENSG00000115368_WDR75	133.1244631	121.9368697	112.8038143	119.3112129
ENSG00000115414_FN1	57.59149434	1626.292982	105.1456762	436.6648215
ENSG00000115415_STAT1	170.0928391	138.393573	192.0683379	145.6141814
ENSG00000115419_GLS	60.97547349	73.80241678	90.61198361	256.335461
ENSG00000115464_USP34	189.8220761	127.2726609	180.2736873	132.0480107
ENSG00000115484_CCT4	403.587401	314.5308478	393.3599807	404.9709293
ENSG00000115524_SF3B1	516.3441405	689.7212161	490.0090366	395.9070685
ENSG00000115525_ST3GAL5	27.83801722	100.6498713	36.66962446	15.52112105
ENSG00000115548_KDM3A	93.09135116	530.7708056	137.8464846	399.2245601
ENSG00000115561_CHMP3	97.04996828	98.17855748	97.8229311	107.6999926
ENSG00000115602_IL1RL1	0.063848663	3.2014747	3.298030249	109.8919066
ENSG00000115641_FHL2	39.13923063	148.8404905	50.81202536	56.8120423
ENSG00000115652_UXS1	47.56725419	31.45308478	64.73083098	104.6787057
ENSG00000115677_HDLBP	774.9950757	822.273502	633.5013018	620.9040828
ENSG00000115756_HPCAL1	16.15371183	56.55938637	76.13418981	110.9582432
ENSG00000115758_ODC1	210.892135	239.6612727	245.0045183	322.3890868
ENSG00000115760_BIRC6	171.3059638	169.9589902	191.5093497	144.429363
ENSG00000115762_PLEKHB2	180.1170793	113.2872714	192.4596296	281.7498156
ENSG00000115806_GORASP2	212.232957	56.78405126	140.2501338	167.2371172
ENSG00000115808_STRN	80.89625646	128.8453151	91.56226351	75.53217303
ENSG00000115816_CEBPZ	75.72451473	102.8965202	74.06593355	65.16501203
ENSG00000115839_RAB3GAP1	164.6657028	186.9773557	119.2880771	105.0341512
ENSG00000115866_DARS	129.3573919	133.5071116	128.6790785	70.20049023
ENSG00000115875_SRSF7	182.7348745	167.2630115	180.2177885	101.8943824
ENSG00000115884_SDC1	168.1135306	89.02346316	283.742399	180.5663242
ENSG00000115902_SLC1A4	106.1164785	44.20281735	46.06062585	95.14091756
ENSG00000115904_SOS1	127.1226887	37.96836662	85.8605841	73.69570451
ENSG00000115919_KYNU	150.1720562	81.44102308	238.5761543	114.098012
ENSG00000115963_RND3	151.7682728	782.7324811	269.8235934	343.3603725
ENSG00000115966_ATF2	98.00769823	106.7158233	68.81144468	53.19834618
ENSG00000116005_PCYOX1	93.79368645	45.60697292	137.5110917	102.249828
ENSG00000116016_EPAS1	221.0440725	365.6421105	350.0942957	295.3752272
ENSG00000116030_SUMO1	165.75113	165.5218586	205.1486612	211.6085663
ENSG00000116044_NFE2L2	258.0762972	322.1694541	162.4419644	144.5478449
ENSG00000116062_MSH6	135.6784096	141.7635464	168.8144297	161.9054344
ENSG00000116120_FARSB	145.1280118	53.02091434	100.2265803	46.20791762
ENSG00000116133_DHCR24	1032.75213	239.9982701	729.9267625	404.1415564
ENSG00000116161_CACYBP	135.6145609	86.43981691	156.9079815	147.5098909
ENSG00000116199_FAM20B	84.66332759	91.32627829	103.692307	110.5435568
ENSG00000116209_TMEM59	72.53208156	99.24571571	78.64963661	158.528702
ENSG00000116221_MRPL37	145.9580444	155.6366034	150.8150104	145.4364587
ENSG00000116237_ICMT	130.2512732	49.31394363	143.3245688	193.6585676
ENSG00000116251_RPL22	550.567024	647.2033855	597.3347667	580.9164618
ENSG00000116260_QSOX1	117.2899946	292.7383533	276.1960586	506.6283481
ENSG00000116285_ERRFI1	125.9095641	710.0533888	373.2923051	594.4233915
ENSG00000116288_PARK7	178.9678034	124.5766822	176.7520618	121.0291996
ENSG00000116350_SRSF4	114.4806534	102.334858	122.7538038	73.34025899
ENSG00000116459_ATP5F1	155.2799493	87.61930759	136.0577225	82.04867424
ENSG00000116478_HDAC1	228.5782148	112.7256092	237.6258744	217.4141765
ENSG00000116489_CAPZA1	226.7266035	201.2435763	221.6947113	185.5425615
ENSG00000116514_RNF19B	39.90541459	118.5107301	46.95500693	86.01781588
ENSG00000116539_ASH1L	216.7023634	116.2640812	202.465518	146.2658315
ENSG00000116560_SFPQ	578.0219493	159.8490701	562.9569938	416.4044269
ENSG00000116580_GON4L	110.5220362	83.01367732	96.14596657	105.6265604
ENSG00000116584_ARHGEF2	190.7798061	62.90616955	69.03503995	302.7211013
ENSG00000116604_MEF2D	64.16790666	153.1091234	77.30806498	175.4123642
ENSG00000116679_IVNS1ABP	134.7845283	241.7955892	162.3860656	121.2069224
ENSG00000116688_MFN2	280.7425727	199.9517532	273.2893201	230.5656607
ENSG00000116698_SMG7	210.5728917	250.3890213	190.0559804	181.1587334
ENSG00000116717_GADD45A	62.82708473	467.5838049	49.07916201	118.8965265
ENSG00000116729_WLS	128.8466026	200.7380803	118.7849878	114.038771
ENSG00000116750_UCHL5	104.9672025	55.26756325	106.8226408	54.20544182
ENSG00000116754_SRSF11	250.350609	220.3400921	284.3013872	222.4496547
ENSG00000116871_MAP7D1	74.19214681	67.68029849	86.14007819	146.5027952
ENSG00000117000_RLF	61.4862628	133.2824467	94.24540677	110.0103885
ENSG00000117036_ETV3	72.59593022	79.86836884	76.02239217	130.6262287
ENSG00000117114_ADGRL2	163.9633675	114.3544296	173.2304363	56.2196331
ENSG00000117115_PADI2	77.32073131	93.46059476	100.0588838	65.40197571
ENSG00000117118_SDHB	118.3115732	88.40563471	119.9029641	106.3966924
ENSG00000117139_KDM5B	340.057981	325.0339314	316.7786003	254.2027878
ENSG00000117143_UAP1	83.19480834	204.445051	104.0276999	183.4691293
ENSG00000117222_RBBP5	48.33343815	55.43606192	51.70640644	104.6194648
ENSG00000117228_GBP1	30.8389044	292.1766911	46.45191757	16.17277117
ENSG00000117298_ECE1	133.1244631	176.4181059	219.4028598	252.0108738
ENSG00000117318_ID3	366.4274789	674.8933333	164.9015124	54.91633286
ENSG00000117335_CD46	521.6435795	479.1540468	540.5415679	318.3014633
ENSG00000117362_APH1A	132.1028845	143.5046993	139.7470444	128.7897601
ENSG00000117394_SLC2A1	711.210261	1560.522335	1204.340029	750.345493
ENSG00000117395_EBNA1BP2	110.1389443	40.10268309	120.238357	106.3374514
ENSG00000117399_CDC20	214.5315088	179.226417	194.1924929	67.77161251
ENSG00000117410_ATP6V0B	49.48271409	39.93418442	75.96649335	165.8745761
ENSG00000117448_AKR1A1	111.0328256	62.96233577	72.22127256	63.32854351
ENSG00000117450_PRDX1	584.3429669	345.9839325	641.1594399	771.139056
ENSG00000117472_TSPAN1	50.24889805	98.57172104	111.5740403	69.01567183
ENSG00000117519_CNN3	60.65623018	225.2827197	134.045365	197.0353
ENSG00000117523_PRRC2C	526.3045319	493.0832701	543.1688123	420.4920503
ENSG00000117525_F3	124.8241368	735.6651864	618.2409246	542.8837911
ENSG00000117592_PRDX6	324.0958151	296.2206591	321.9771904	231.9874428
ENSG00000117595_IRF6	379.7718496	1009.981019	536.1255613	509.4126713
ENSG00000117597_DIEXF	83.00326235	155.2996061	88.59962617	128.908242
ENSG00000117632_STMN1	239.3047902	168.1055049	225.4399321	241.2882673
ENSG00000117650_NEK2	63.84866334	100.7060375	57.79937758	35.89999754
ENSG00000117713_ARID1A	178.0739221	90.76461607	158.7526425	187.37903
ENSG00000117724_CENPF	374.9193512	357.4980082	330.082519	68.83794907
ENSG00000117859_OSBPL9	165.0487947	173.441296	137.3992941	83.47045632
ENSG00000117862_TXNDC12	113.6506208	83.01367732	123.312792	132.2849744
ENSG00000117868_ESYT2	219.8947966	235.3926398	195.086874	200.9452007
ENSG00000117984_CTSD	89.707372	80.54236351	114.2012847	84.65527472
ENSG00000118058_KMT2A	98.26309289	161.0285608	113.809993	123.695041
ENSG00000118181_RPS25	237.7724223	269.7102019	206.5461317	284.2971752
ENSG00000118193_KIF14	95.51760036	75.59973591	100.2265803	27.36930505
ENSG00000118200_CAMSAP2	177.7546788	184.4498757	153.386356	145.0810131
ENSG00000118217_ATF6	146.6603797	94.69625166	99.10860391	74.28811371
ENSG00000118260_CREB1	121.0570657	130.9796316	98.82910982	78.79042363
ENSG00000118263_KLF7	76.93763933	128.2274867	139.9147409	116.3491669
ENSG00000118363_SPCS2	106.4995705	77.84638482	95.47518076	124.9391003
ENSG00000118482_PHF3	235.1546271	307.0045739	217.8376929	92.47507616
ENSG00000118495_PLAGL1	49.22731944	89.41662672	58.69375866	138.7422347
ENSG00000118503_TNFAIP3	141.105546	1843.824763	512.4803613	347.7442006
ENSG00000118508_RAB32	45.71564295	127.2726609	38.12299372	41.4094031
ENSG00000118515_SGK1	57.01685637	507.686488	209.1174773	142.237449
ENSG00000118523_CTGF	13.79131128	648.8322059	51.70640644	113.6240846
ENSG00000118680_MYL12B	838.2052524	1402.189753	868.4440329	1220.422193
ENSG00000118689_FOXO3	160.451691	265.8908988	174.4602103	238.0300167
ENSG00000118705_RPN2	341.0795596	226.9677064	334.666222	241.2882673
ENSG00000118816_CCNI	284.6373412	393.2197259	269.1528076	354.9715928
ENSG00000118873_RAB3GAP2	123.4833149	137.382581	91.8417576	55.27177838
ENSG00000118898_PPL	268.739024	248.9286995	229.744141	333.7041025
ENSG00000118900_UBN1	92.51671319	31.56541722	90.94737652	151.6567553
ENSG00000118985_ELL2	134.5291337	633.2741622	221.5270148	259.297507
ENSG00000119041_GTF3C3	101.3916774	87.11381158	84.68670893	48.87375902
ENSG00000119139_TJP2	88.62194472	128.0028218	131.6976147	129.3821693
ENSG00000119285_HEATR1	255.7777454	164.2300355	219.011568	117.5339853
ENSG00000119314_PTBP3	366.4913276	434.1649023	413.7630492	260.008398
ENSG00000119318_RAD23B	547.0553475	645.1252352	540.3179726	408.6438663
ENSG00000119335_SET	1001.466285	603.3375655	889.7973813	572.2672874
ENSG00000119383_PTPA	153.1090947	96.66206946	146.3431049	126.0646778
ENSG00000119396_RAB14	139.3816321	205.1752119	147.0138907	170.1991632
ENSG00000119402_FBXW2	140.147816	58.46903795	107.661123	108.0554381
ENSG00000119487_MAPKAP1	83.9609923	32.85724035	109.3939864	82.04867424
ENSG00000119541_VPS4B	52.35590394	40.49584665	61.87999128	113.0909163
ENSG00000119596_YLPM1	180.5640199	66.16381047	165.7399947	118.7780447
ENSG00000119616_FCF1	120.2270331	102.7280215	110.2324686	92.2973534
ENSG00000119638_NEK9	178.7124087	88.91113071	133.8776686	68.54174447
ENSG00000119655_NPC2	96.41148165	242.244919	206.3225364	320.9673047
ENSG00000119682_AREL1	83.19480834	49.31394363	99.33219918	101.0650096
ENSG00000119689_DLST	213.8291735	245.3340612	213.4775851	207.4617019
ENSG00000119707_RBM25	289.7452343	331.998543	295.9842401	212.3194574
ENSG00000119777_TMEM214	93.85753512	47.85362184	82.50665503	105.7450422
